age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,loan_default,proof_submitted_Driving,proof_submitted_PAN,proof_submitted_Passport,proof_submitted_VoterID
49,2,767184,886668,7.5,2,0,0,0,0,0
41,2,430068,596412,0,0,1,0,0,0,1
43,2,669108,884184,7.5,4,1,0,0,0,0
32,2,688956,867612,0,0,0,0,0,0,0
28,1,841476,1197336,0,0,1,0,0,0,0
37,2,663108,914400,0,0,1,0,0,0,0
25,1,650436,863532,0,0,0,0,0,0,1
42,2,818028,1197336,7,5,1,0,0,0,0
31,2,976728,1197336,4,3,0,0,0,0,0
31,2,482520,889536,0,0,0,0,0,0,1
26,2,776028,1035600,2,0,0,0,0,0,0
36,2,503928,835152,0,0,0,1,0,0,0
32,1,568188,696000,2,0,0,0,0,0,0
30,2,651108,946080,4,4,1,0,0,0,0
33,2,542220,709572,0,0,0,0,0,0,0
41,1,508728,673884,4,4,0,0,0,0,0
28,1,434868,687600,0,0,0,0,0,0,0
34,1,687636,811056,0,0,1,0,0,0,0
50,2,552000,961548,0,0,1,0,0,0,0
29,2,556356,887400,0,0,0,0,0,0,0
25,1,564588,799920,0,0,0,0,0,0,1
29,2,826584,1197336,0,0,0,0,0,0,0
33,2,565188,1197336,7.5,4,0,0,0,0,0
29,1,612936,767364,0,0,0,0,0,0,0
50,2,539388,716700,7.5,5,1,0,0,0,0
33,2,837600,1004400,0,0,0,0,0,0,0
41,2,632436,727644,6,5,0,0,0,0,0
23,2,494328,806736,3,2,0,0,0,0,0
39,1,608436,741600,6,3,0,0,0,0,0
46,2,865476,1197336,5,4,0,0,0,0,0
36,2,612936,854364,3,3,1,1,0,0,0
38,2,654168,755004,7,5,0,0,0,0,0
47,2,532188,845376,0,0,1,0,0,0,0
29,2,609636,854016,2,2,1,0,0,0,0
31,2,540588,883200,0,0,0,0,0,0,0
41,2,719364,825432,7.5,5,0,0,0,0,0
34,2,835476,1173600,4,2,0,0,0,0,0
22,2,741756,844656,0,0,0,0,0,0,0
39,2,805920,955440,0,0,1,0,0,0,0
33,2,651636,891396,0,0,1,0,0,0,0
46,2,947988,1071276,0,0,1,0,0,0,0
29,2,575388,853692,4,0,0,0,0,0,0
30,2,705276,1122948,0,0,1,0,0,0,1
44,2,427668,867996,2,2,0,0,0,0,1
32,2,622872,828000,3,3,0,0,0,0,0
26,1,600036,840552,0,0,1,0,0,0,0
41,1,534000,753000,0,0,1,0,0,0,0
35,2,505128,655320,0,0,0,0,0,0,0
48,1,693108,884352,0,0,0,0,0,0,0
35,1,646620,781812,0,0,0,0,0,0,1
34,1,680508,866400,4,2,0,0,0,0,0
46,2,449268,763812,7.5,4,0,0,0,0,0
48,1,722556,825276,0,0,1,0,0,0,1
35,1,673908,811104,7.5,4,1,0,0,0,0
28,2,490728,1197336,0,0,1,0,0,0,0
23,2,502728,1081800,0,0,0,0,0,0,0
34,2,739392,957600,7,2,0,0,0,0,0
44,2,651636,880236,0,0,1,0,0,0,1
32,1,545388,821640,2,2,0,0,0,0,0
46,1,826584,1028736,0,0,1,0,0,0,0
47,2,687108,947664,0,0,0,0,0,0,0
34,2,568188,799728,2,0,0,0,0,0,1
34,1,657708,837684,0,0,0,0,0,0,0
25,1,648000,781800,0,0,0,0,0,0,0
36,1,496728,832200,6,4,1,0,0,0,0
40,2,663108,760968,0,0,0,0,0,0,0
30,2,684156,870912,2,0,1,0,0,0,1
48,2,616536,920700,2,2,1,0,0,0,1
39,2,732156,940800,0,0,0,0,0,0,0
29,1,976728,1197336,0,0,0,0,0,0,1
44,2,586188,1074408,7.5,2,0,0,0,0,0
49,1,478728,800448,0,0,0,0,0,0,0
49,2,547188,1017456,3,2,1,0,0,0,1
42,2,796584,912000,0,0,0,0,0,0,0
47,1,481728,620400,0,0,0,0,0,0,0
42,2,540588,727860,0,0,0,0,0,0,1
35,2,612936,731868,2,0,1,0,0,0,0
30,2,691344,859308,0,0,0,0,0,0,1
33,2,976728,1197336,7.5,3,0,0,0,0,0
32,1,539988,676680,0,0,1,0,0,0,0
32,2,663108,818520,7.5,5,0,0,0,0,0
29,1,852924,1056852,0,0,1,0,0,0,0
29,1,669108,772572,0,0,1,0,0,0,0
38,2,608196,887040,4,2,0,0,0,0,0
37,1,699108,840912,0,0,0,0,0,0,0
26,2,621636,757188,0,0,0,0,0,0,0
29,2,480648,794940,0,0,1,0,1,0,0
39,1,556188,756600,0,0,0,0,0,0,0
47,1,643068,859056,7,2,1,0,0,0,0
27,2,777744,1190904,0,0,1,0,0,0,0
41,1,589740,864000,6,3,0,0,0,0,0
49,1,554076,874128,0,0,0,0,0,0,1
31,2,976728,1197336,0,0,0,0,0,0,0
33,2,624936,765384,2,2,0,0,1,0,0
34,1,603636,709860,7.5,4,0,0,0,0,0
33,2,666156,857964,0,0,0,0,0,0,0
47,1,415200,570600,0,0,0,0,0,0,0
27,1,589740,875316,5,2,0,0,0,0,0
48,1,743364,858000,0,0,0,0,0,0,0
25,1,613044,924108,0,0,0,0,1,0,0
26,2,580188,727584,2,0,1,0,0,0,0
31,1,568188,1111524,4,4,0,0,0,0,0
42,2,775308,996324,2,2,1,0,0,0,0
33,1,672156,769716,7.5,5,0,0,0,0,0
39,2,634536,812124,7,3,1,0,1,0,0
36,1,724644,950448,7,2,1,0,1,0,0
49,2,404400,763560,2,2,0,0,0,0,0
50,2,508728,593208,7.5,5,0,0,0,0,0
44,2,574188,681036,2,0,0,0,0,0,0
33,1,649908,807720,7.5,3,0,0,0,0,0
26,1,857004,1185444,0,0,0,0,0,0,0
39,2,757764,1152816,0,0,1,0,0,0,1
29,1,699108,806376,6,5,0,0,0,0,0
38,2,580188,868356,0,0,0,0,0,0,0
49,2,612936,756252,6,5,1,0,0,0,0
28,1,780828,990048,2,2,0,0,0,0,0
38,2,639636,834480,0,0,1,0,0,0,0
43,1,976728,1197336,3,3,0,0,0,0,0
44,2,637236,922800,3,2,1,0,0,0,0
48,2,976728,1197336,6,2,0,0,1,0,0
38,2,734556,960336,2,2,0,0,0,0,1
33,1,711036,1052076,3,3,1,0,0,0,0
42,2,853476,1053132,7.5,2,0,0,0,0,0
44,1,615636,840912,7.5,3,0,0,0,0,0
47,2,484728,1049988,3,2,0,0,0,0,0
28,2,582936,827040,0,0,0,0,0,0,0
40,1,675108,817164,0,0,0,0,0,0,0
37,1,590556,744360,6,2,1,0,0,0,1
48,2,819804,965520,0,0,0,0,0,0,0
49,2,627636,799200,2,2,1,0,0,0,0
24,2,719364,920880,0,0,1,0,0,0,0
37,2,516120,847668,0,0,0,0,0,0,0
29,2,731196,1188000,0,0,0,0,0,0,1
49,2,484728,945000,7.5,4,1,0,0,0,1
28,2,976728,1197336,7.5,3,1,0,0,0,0
42,1,586188,756216,7.5,4,0,0,0,0,0
28,1,603636,698724,0,0,0,0,0,0,0
28,1,621636,852228,0,0,0,0,0,0,0
35,1,657108,866580,4,2,0,0,0,0,0
38,2,722556,901176,0,0,1,0,0,0,0
42,2,651108,748764,6,3,0,0,0,0,0
48,2,675108,781632,0,0,0,0,0,0,0
45,2,520728,823212,0,0,0,0,0,0,1
48,2,663108,845976,3,0,1,0,0,0,0
27,1,463668,873492,4,0,0,0,1,0,0
28,1,859476,1104000,0,0,0,0,0,0,0
40,2,743364,1022400,3,3,0,0,0,0,0
48,2,492888,920772,7.5,5,0,0,0,0,0
33,1,556188,1119504,3,0,0,0,0,0,0
35,1,702156,795720,7.5,2,1,0,0,0,0
35,2,679908,852000,4,3,0,0,0,0,0
46,2,592188,886212,7.5,0,0,0,0,0,0
40,2,393408,558240,0,0,0,0,0,0,0
30,2,591636,874596,2,0,0,0,0,0,0
43,2,924792,1197336,7.5,3,0,0,0,0,0
37,2,342348,600912,2,0,1,0,0,0,0
42,1,707280,951480,7,5,0,0,0,0,0
27,2,783384,1138056,0,0,0,0,0,0,0
34,2,607236,687684,0,0,0,0,0,0,0
32,1,582660,891024,0,0,1,0,1,0,0
38,1,795552,1170528,2,0,1,0,1,0,0
37,2,696156,939336,2,2,0,0,0,0,1
36,2,706164,911256,0,0,0,0,0,0,1
47,1,648156,1197336,7,2,0,0,0,0,0
33,2,743364,867396,2,2,0,0,0,0,0
43,2,644748,897540,0,0,1,0,0,0,0
28,1,420036,558240,0,0,1,0,0,0,0
37,2,878388,1197336,3,0,1,0,0,0,0
44,1,606936,781044,3,3,1,0,0,0,0
48,2,609636,739068,0,0,1,0,0,0,0
37,1,786552,900000,7.5,5,0,0,0,0,0
48,1,532188,856872,0,0,0,0,0,0,0
43,1,668400,809496,7.5,5,0,0,0,0,0
27,1,806028,961200,5,3,1,0,0,0,0
44,2,682308,891996,2,0,1,0,0,0,0
34,1,758556,1085616,2,0,0,0,0,0,0
27,1,678156,834564,2,0,0,0,0,0,0
43,2,637236,804000,0,0,0,0,0,0,0
36,2,550668,780792,0,0,1,0,0,0,0
45,2,655908,923004,2,2,1,0,0,0,0
43,1,600036,760800,3,2,1,0,1,0,0
46,2,686472,804000,7.5,3,1,0,0,0,0
39,2,655356,769980,0,0,1,0,0,0,0
38,1,616836,765840,2,0,0,0,0,0,0
40,2,455268,843360,6,0,0,0,0,0,0
42,2,837804,1197336,0,0,0,0,1,0,0
26,2,416868,804348,0,0,0,0,0,0,0
43,2,467268,702000,0,0,1,0,0,0,0
46,2,668508,817440,6,4,1,0,0,0,0
30,1,663108,859212,0,0,0,0,0,0,0
36,1,651156,815784,5,3,0,0,0,0,0
36,2,681108,831408,2,2,0,0,0,0,0
35,2,544140,821640,2,2,0,0,0,0,0
42,2,976728,1197336,0,0,1,0,0,0,0
34,2,596436,882240,0,0,1,0,0,0,0
45,2,565788,801096,0,0,1,0,0,0,0
46,2,758556,936420,6,0,1,0,0,0,0
37,2,758556,864504,0,0,0,0,0,0,0
39,2,520728,740412,0,0,0,0,0,0,0
29,2,520728,1087680,3,3,0,0,0,0,0
41,2,734556,917964,2,0,0,0,0,0,0
32,2,841440,1155636,0,0,0,0,0,0,0
50,2,697908,819120,4,3,0,0,0,0,0
32,2,976728,1197336,0,0,0,0,0,0,0
26,2,687108,863520,0,0,0,0,0,0,0
27,1,539028,798792,0,0,1,0,0,0,0
47,2,577740,753516,3,2,1,0,0,0,0
32,2,508728,755664,0,0,0,0,0,0,0
47,2,774828,909720,0,0,0,0,0,0,0
38,2,449268,711144,2,2,0,0,0,0,0
24,1,675108,785160,0,0,0,0,0,0,0
39,2,804984,1197336,0,0,1,0,0,0,0
47,1,580188,782700,0,0,0,0,0,0,0
47,2,458868,786996,0,0,0,0,0,0,0
37,1,410868,789156,0,0,1,0,0,0,0
34,1,512028,858564,0,0,0,0,0,0,0
30,1,772428,1052340,2,0,0,0,0,0,0
33,1,702156,1143240,4,4,1,1,0,0,0
39,2,496728,734136,2,2,1,0,0,0,0
26,2,672924,941316,0,0,1,0,0,0,0
39,2,976728,1197336,7.5,4,1,0,0,0,0
36,1,693600,888000,0,0,0,0,0,0,0
46,2,861804,1197336,4,3,1,0,0,0,1
26,2,961632,1197336,0,0,0,0,0,0,0
33,2,976728,1197336,0,0,0,0,0,0,0
42,2,570792,830604,0,0,1,0,1,0,0
26,1,599736,772584,0,0,1,0,0,0,0
26,2,665868,901464,0,0,0,0,0,0,0
31,2,976728,1197336,0,0,0,0,0,0,0
49,2,413268,991032,2,0,0,0,0,0,0
44,2,443172,713172,7.5,5,0,0,0,0,0
48,1,753756,893100,2,0,0,0,0,0,0
25,1,562188,774720,0,0,0,0,0,0,0
39,1,455268,855600,2,0,0,0,0,0,0
44,1,338424,837600,0,0,0,0,0,0,0
28,1,365808,558240,2,2,0,0,0,0,0
30,2,437268,792984,0,0,1,0,0,0,0
46,1,683760,906324,2,0,0,0,0,0,0
42,2,688956,833304,3,2,1,0,0,0,0
43,2,615636,919668,0,0,0,0,1,0,0
45,1,749364,802764,7.5,2,0,0,0,0,0
36,1,692508,883932,3,2,1,0,0,0,0
30,2,532188,821100,0,0,0,0,0,0,0
31,2,739764,1079820,0,0,1,0,0,0,0
30,1,779628,996000,0,0,0,0,0,0,0
38,2,746916,855120,6,3,0,0,0,0,0
45,1,656268,886440,4,4,0,0,0,0,0
25,1,472728,730980,0,0,0,0,0,0,0
46,2,656556,852000,0,0,1,0,0,0,0
46,2,585636,808728,4,3,0,0,0,0,0
44,2,460068,781104,0,0,0,0,0,0,0
50,2,449268,803520,0,0,0,0,0,0,0
41,2,871476,1197336,0,0,1,0,0,0,0
50,2,652956,777084,6,4,1,0,0,0,0
45,2,621636,826920,3,2,1,0,0,0,0
44,2,687108,991428,2,2,0,0,0,0,0
39,1,477528,916800,0,0,0,0,0,0,0
45,1,621636,755400,2,2,1,0,0,0,0
37,2,672168,779868,5,2,1,0,0,0,0
27,2,553740,730200,0,0,1,0,0,0,0
31,2,892116,1197336,0,0,1,0,0,0,0
35,1,548220,768732,0,0,0,0,0,0,0
25,1,725364,824232,3,2,0,0,0,0,0
28,1,853476,1197336,4,4,0,0,0,0,0
46,1,582588,720660,0,0,1,0,0,0,0
26,1,814584,1182000,0,0,0,0,0,0,0
39,2,583788,901152,7.5,4,1,0,0,0,0
29,1,591636,801588,7.5,5,0,0,0,0,0
37,2,538188,899736,2,2,0,0,0,0,0
25,2,653100,846288,0,0,0,0,0,0,0
50,1,462900,558240,0,0,0,0,0,0,0
33,1,488328,559200,0,0,0,0,0,0,0
30,2,879012,1197336,0,0,0,0,0,0,0
45,2,855804,1018800,0,0,0,0,0,0,0
28,1,626136,766572,0,0,0,0,0,0,1
41,1,747756,859632,0,0,0,0,0,0,0
36,2,699564,905400,0,0,1,0,0,0,0
31,1,495528,784080,0,0,0,0,0,0,0
28,1,687756,840000,2,2,1,0,0,0,0
29,2,708636,883200,0,0,0,0,0,0,0
38,2,568188,781752,7.5,5,0,0,0,0,0
45,2,738156,857220,4,0,1,0,0,0,0
24,2,517128,829788,0,0,1,0,0,0,0
49,2,761364,821952,5,4,1,0,0,0,1
46,2,837804,1197336,2,2,1,0,0,0,0
35,2,502728,744276,6,4,0,0,0,0,0
43,2,515928,745980,7.5,5,1,0,0,0,0
45,2,742956,847260,6,2,0,0,0,0,0
49,2,541740,1020492,2,2,0,0,0,0,0
26,2,731364,1074552,2,2,0,0,0,0,1
25,2,577740,737676,0,0,0,0,1,0,0
35,2,600936,776952,0,0,0,0,0,0,1
24,2,850044,1197336,0,0,1,0,0,0,0
31,2,568188,813276,4,2,0,0,0,0,0
49,2,523296,797736,2,2,1,0,0,0,0
28,2,722556,890544,5,4,1,0,0,0,0
23,2,532188,905928,2,2,1,0,0,0,0
26,2,976728,1197336,2,0,0,0,0,0,0
31,2,691908,803376,6,2,0,0,0,0,0
27,1,684156,1017084,0,0,1,0,0,0,1
45,2,645636,835572,7.5,4,0,0,0,0,0
24,1,580188,727068,0,0,1,0,0,0,0
49,2,627636,753744,7.5,4,0,0,0,0,0
47,2,647316,849384,3,2,0,0,0,0,0
40,2,664308,780024,7.5,3,1,0,0,0,0
24,2,722556,867804,2,0,1,0,0,0,0
47,1,557376,721536,0,0,0,0,0,0,0
29,1,520728,722196,0,0,1,0,0,0,0
36,2,670272,802488,7,5,0,0,0,0,0
25,1,724728,863736,2,2,1,0,0,0,1
35,1,658308,862404,4,2,0,0,0,0,0
26,2,660156,924000,0,0,0,0,0,0,0
34,2,642588,874800,0,0,1,0,0,0,0
26,1,568740,747720,2,0,1,0,0,0,0
29,2,633636,744972,0,0,0,0,0,0,0
33,2,976728,1197336,0,0,0,0,0,0,1
33,2,976728,1197336,0,0,0,0,0,0,0
39,2,693132,1197336,7.5,3,0,0,0,0,1
25,2,695460,1197336,0,0,1,0,0,0,0
34,2,744468,890820,0,0,1,0,0,0,0
48,2,716028,1136976,0,0,1,0,1,0,0
47,1,612036,793608,0,0,0,0,0,0,0
40,2,589788,728868,7.5,5,0,0,0,0,0
34,1,546588,829788,3,3,0,0,0,0,0
29,1,606036,834804,3,2,1,0,0,0,0
36,2,365808,778980,7.5,0,0,0,0,0,0
43,1,729300,1153716,0,0,0,0,0,0,1
39,2,425268,924504,0,0,0,0,0,0,0
46,2,673308,799332,0,0,0,0,0,0,0
47,2,472728,675240,0,0,1,0,0,0,1
44,1,627636,761496,3,2,0,0,0,0,0
25,2,486108,811332,0,0,1,0,0,0,0
35,2,976728,1197336,2,2,1,0,0,0,1
47,1,976728,1197336,0,0,1,0,0,0,0
47,2,747780,1188204,0,0,1,0,0,0,1
29,1,675108,862080,0,0,0,0,0,0,0
43,2,654108,905568,7.5,2,0,0,0,0,0
44,2,453468,932736,0,0,0,0,0,0,0
38,2,586776,730800,7,4,0,0,0,0,0
25,2,559968,678000,0,0,1,0,0,0,0
37,2,653508,751524,2,2,0,0,0,0,0
35,1,667908,924108,3,3,0,0,0,0,1
46,1,791484,923952,0,0,1,0,0,0,0
26,2,968232,1197336,0,0,1,0,0,0,0
37,2,461268,852312,2,0,0,0,0,0,0
38,1,391008,792000,7.5,5,0,0,0,0,0
36,2,573600,803616,2,2,0,0,0,0,0
42,1,743364,1032864,3,2,0,0,0,0,0
24,2,544188,813024,3,3,0,0,0,0,0
44,2,606936,828000,7.5,4,1,0,0,0,0
48,1,502692,712572,3,0,0,0,0,0,0
32,1,739356,944400,4,0,1,0,0,0,0
38,1,682956,907680,2,2,0,0,0,0,0
48,2,582216,791100,7.5,4,0,0,0,0,0
40,2,526728,709104,3,3,0,0,0,0,1
29,2,761364,962412,0,0,0,0,0,0,0
32,2,562188,907800,0,0,0,0,0,0,1
39,1,580008,801108,0,0,1,0,0,0,0
45,2,393408,822240,0,0,0,0,0,0,0
28,2,976728,1197336,0,0,0,0,0,0,0
43,2,660000,877188,6,2,1,0,0,0,0
29,2,608136,833940,0,0,0,0,1,0,0
48,2,520728,855600,0,0,0,1,0,0,0
46,1,597636,910308,0,0,0,0,0,0,0
33,1,537828,890040,0,0,0,0,0,0,0
38,1,639636,834000,0,0,0,0,0,0,0
31,1,615636,807396,7.5,3,0,0,0,0,0
40,2,802584,992400,0,0,0,0,0,0,0
43,1,520728,834804,0,0,0,0,0,0,0
29,2,687108,1036800,0,0,1,0,0,0,1
26,2,552540,864000,0,0,0,0,0,0,0
35,2,669156,870000,0,0,0,0,0,0,0
49,2,697764,860268,0,0,1,0,0,0,0
48,1,870000,1022484,3,0,0,0,0,0,0
26,2,728556,863520,0,0,1,0,0,0,0
48,1,734556,871212,0,0,1,0,0,0,0
46,2,338424,747240,0,0,0,0,1,0,0
33,1,722952,1098852,0,0,1,0,0,0,1
39,1,782028,1197336,7.5,5,0,0,0,0,0
39,2,603636,951156,0,0,0,0,0,0,1
48,2,512712,849432,0,0,1,0,0,0,0
25,1,568188,764148,0,0,0,0,0,0,0
39,2,562188,833976,6,4,0,0,0,0,0
44,1,802584,996000,0,0,0,0,0,0,0
39,1,760164,864000,2,2,0,0,0,0,0
32,1,462492,739416,3,3,0,0,0,0,0
42,2,699372,834228,7.5,5,0,0,0,0,0
35,1,933012,1169160,0,0,0,0,0,0,0
25,2,606936,819936,3,3,0,0,0,0,0
33,1,608196,751524,5,4,0,0,0,0,0
36,1,795984,906000,4,4,1,0,0,0,0
41,2,942552,1197336,0,0,0,0,0,0,0
36,2,784584,898620,0,0,0,0,0,0,0
25,1,867804,1048800,2,0,1,0,0,0,0
40,2,766956,872328,0,0,1,0,0,0,0
39,2,514728,895464,0,0,0,0,0,0,1
35,2,660000,923220,2,0,1,0,0,0,0
40,1,672156,810000,0,0,1,0,0,0,0
26,2,704604,1189020,0,0,1,0,0,0,0
37,2,663588,847956,0,0,1,0,0,0,0
31,2,712164,817392,7.5,2,0,0,0,0,0
40,2,707676,876372,2,2,0,0,0,0,0
44,2,444468,613200,0,0,1,0,0,0,0
39,2,467268,836208,0,0,0,0,0,0,0
47,1,808584,992760,0,0,0,0,0,0,0
42,2,731364,857160,6,3,0,0,0,0,0
32,1,512520,774144,3,3,0,0,1,0,0
29,1,650556,849516,3,2,0,0,0,0,0
38,2,618936,714720,0,0,1,0,0,0,0
44,2,596976,712920,5,5,1,0,0,0,1
46,1,600036,899412,4,2,0,0,0,0,0
36,1,461268,748800,4,2,0,0,0,0,0
36,2,535740,691104,0,0,1,0,0,0,1
41,1,877476,1197336,4,2,1,0,0,0,0
45,2,666156,772860,0,0,1,0,1,0,0
31,2,944232,1197336,0,0,0,0,0,0,0
27,2,909012,1197336,0,0,1,0,0,0,0
28,1,617976,855492,0,0,1,0,0,0,0
34,2,382332,558240,4,3,1,0,0,0,0
44,2,675108,928332,0,0,1,0,0,0,0
32,2,621636,806772,0,0,1,0,0,0,1
34,1,687108,959400,0,0,0,0,0,0,0
41,1,626400,784800,0,0,0,0,0,0,0
30,1,708276,869136,5,3,0,0,0,0,0
41,1,338424,558240,0,0,0,0,0,0,0
38,2,699108,1157076,7.5,5,0,0,0,0,0
34,1,518520,708060,7.5,5,1,0,0,0,0
42,1,460068,791304,0,0,0,0,0,0,0
45,2,448308,757344,7.5,5,0,0,0,0,0
48,1,873804,1055580,3,0,0,0,0,0,1
31,1,722556,858888,0,0,0,0,0,0,0
28,2,605232,829440,3,2,0,0,0,0,0
35,2,514728,885024,0,0,0,0,0,0,0
40,2,525888,878952,7.5,4,0,0,0,0,1
36,2,718380,936048,6,3,0,0,0,0,0
37,2,398208,844416,0,0,1,0,0,0,1
32,2,582096,760320,0,0,0,0,0,0,0
47,2,610836,826872,7.5,5,0,0,0,0,0
47,2,847476,1089744,0,0,1,0,0,0,0
43,1,449268,592560,0,0,0,0,0,0,0
27,2,798984,1014600,7,5,0,0,0,0,0
38,1,502728,713700,4,4,0,0,0,0,0
30,2,538188,805020,4,4,0,0,0,0,0
25,2,821364,997128,0,0,0,0,0,0,0
47,2,484728,712632,2,2,0,0,0,0,0
33,1,562188,751308,0,0,0,0,0,0,0
42,1,814428,916332,7.5,0,1,0,0,0,0
45,2,597156,1197336,0,0,0,0,0,0,0
41,1,584988,901536,0,0,1,0,0,0,0
32,2,501960,664776,0,0,1,0,0,0,0
47,2,466728,792300,7.5,5,0,0,0,0,0
33,2,810984,963348,2,2,1,0,0,0,0
46,2,672156,828216,0,0,0,0,0,0,0
29,1,664308,759600,0,0,0,0,0,0,0
31,1,644436,735960,3,2,1,0,0,0,0
37,2,948312,1197336,7.5,5,0,0,0,0,0
30,2,722556,848892,5,2,0,0,0,0,0
35,2,751116,854400,0,0,1,0,0,0,0
27,2,713364,828192,0,0,0,0,0,0,0
43,2,615636,902784,0,0,0,0,0,0,0
26,1,720000,939000,0,0,0,0,0,0,0
28,2,515928,723600,0,0,0,0,0,0,0
36,2,624816,875544,0,0,0,0,0,0,1
24,2,570588,789816,3,2,0,0,0,0,0
34,1,676956,844200,0,0,1,0,0,0,0
38,1,732000,952392,0,0,0,0,0,0,0
49,1,648156,811464,0,0,1,0,0,0,0
35,2,807384,917856,7.5,5,1,0,0,0,0
25,1,564576,728028,0,0,0,0,0,0,0
40,2,574188,926040,0,0,1,0,0,0,0
38,1,616344,775800,3,3,0,0,0,0,0
24,2,577740,977640,0,0,0,0,0,0,0
30,2,755364,960384,0,0,0,0,0,0,0
45,1,585216,706800,6,4,1,0,0,0,0
25,2,637236,735072,0,0,0,0,0,0,0
32,2,714156,820464,0,0,1,0,0,0,0
35,1,702708,888000,5,5,1,0,0,0,0
40,2,657600,816000,3,3,1,0,0,0,0
29,2,338424,753876,0,0,1,0,0,0,0
43,1,515664,816960,0,0,0,0,0,0,1
36,1,814584,1197336,3,2,0,0,0,0,0
50,2,728556,931080,4,2,1,0,0,0,0
22,2,662364,801000,0,0,0,0,0,0,0
35,2,411348,702360,0,0,1,0,0,0,1
29,1,766584,882000,0,0,0,0,0,0,0
34,2,591576,798732,0,0,0,0,0,0,0
36,2,712056,821292,0,0,0,0,0,0,0
35,2,609264,1136328,3,3,0,0,1,0,0
33,2,807228,1056432,2,0,0,0,0,0,0
38,2,707580,850140,0,0,0,0,0,0,0
29,2,541740,664680,0,0,0,0,0,0,0
35,1,652956,802896,0,0,0,0,0,0,0
37,1,645516,787488,4,2,1,0,0,0,0
27,2,861804,1197336,0,0,1,0,0,0,1
46,2,615636,762780,0,0,0,0,0,0,0
41,1,701364,840036,7.5,5,1,0,0,0,0
31,1,445788,562740,0,0,1,0,0,0,0
23,2,527028,1104300,0,0,1,0,0,0,0
32,2,651108,1163400,3,0,0,0,0,0,0
36,2,556188,710040,7.5,2,0,0,0,0,1
41,2,562188,782700,2,0,0,0,0,0,0
24,2,657108,769980,3,0,1,0,0,0,0
26,1,976728,1197336,0,0,1,0,0,0,0
40,2,572988,786000,0,0,0,0,0,0,0
37,2,678684,838308,0,0,1,0,0,0,0
30,2,595716,802200,0,0,0,0,0,0,0
39,2,431268,678960,0,0,1,0,0,0,1
27,1,568188,737100,0,0,0,0,0,0,0
43,1,808584,985632,5,3,0,0,0,0,0
50,1,658908,857076,0,0,1,0,0,0,0
37,2,580188,814008,4,4,1,0,0,0,0
40,1,709908,917040,0,0,0,0,0,0,0
39,2,665112,977280,0,0,0,0,0,0,1
49,1,577788,740400,2,2,0,0,0,0,0
25,1,880476,1197336,0,0,0,0,0,0,0
39,2,773028,941208,3,2,1,0,0,0,0
27,2,613632,745968,0,0,1,0,0,0,0
36,2,807384,977508,0,0,0,0,0,0,1
45,1,627636,869940,0,0,1,0,0,0,0
27,1,737364,894276,0,0,0,0,0,0,0
42,2,484728,748260,0,0,1,0,0,0,0
38,1,582696,777252,2,2,1,0,0,0,0
31,1,643668,876360,4,3,0,0,0,0,0
32,2,720444,858876,0,0,1,0,0,0,0
29,1,439992,996852,2,2,0,0,0,0,0
30,1,624636,919080,0,0,0,0,0,0,0
26,1,688908,848028,2,2,0,0,0,0,0
25,2,879804,1197336,0,0,1,0,0,0,0
43,2,797784,879132,7,3,0,0,0,0,0
38,2,665868,830808,0,0,0,0,0,0,0
28,2,496728,819192,0,0,0,0,0,0,1
32,2,636936,1071840,0,0,1,0,0,0,1
42,1,714156,822120,0,0,0,0,0,0,0
28,2,812184,1197336,0,0,0,0,1,0,0
26,2,512328,821460,7.5,4,0,0,0,0,0
43,2,562188,765600,6,4,0,0,0,0,0
25,2,970236,1197336,0,0,1,0,0,0,0
46,1,464868,1005192,3,3,0,0,0,0,0
40,1,837804,1034544,7.5,3,0,0,0,0,0
31,2,794028,1096440,0,0,0,0,0,0,1
33,1,663108,920232,0,0,1,0,0,0,0
27,1,675108,821964,0,0,1,0,0,0,0
46,1,470868,823584,0,0,1,0,0,0,0
34,2,580188,798000,3,2,0,0,0,0,0
29,2,514728,868980,6,3,0,0,0,0,0
44,1,338424,708576,7.5,5,1,0,0,0,0
25,2,660156,925260,0,0,0,0,0,0,1
34,1,666000,900972,7.5,4,0,0,0,0,0
35,1,784584,1001400,6,5,0,0,0,0,0
48,1,621336,858300,7.5,5,1,0,0,0,0
49,1,451668,763176,6,2,0,0,0,0,0
39,1,608436,799932,0,0,0,0,0,0,0
48,2,664308,844488,0,0,1,0,0,0,0
27,1,790824,1120200,0,0,1,0,0,0,0
38,2,651108,784200,7.5,5,0,0,0,0,0
33,2,609936,721536,3,2,0,0,0,0,0
37,1,976728,1197336,0,0,1,0,0,0,0
30,1,574188,742608,0,0,0,0,0,0,0
42,2,696156,1086000,4,2,0,0,0,0,0
34,1,481248,833796,0,0,0,0,0,0,0
25,2,673908,806376,0,0,0,0,0,0,0
44,2,586140,792000,3,2,0,0,0,0,0
37,1,723084,1139292,0,0,1,0,0,0,0
38,2,651636,919848,0,0,0,0,0,0,0
28,2,933012,1197336,0,0,0,0,0,0,0
34,2,933012,1197336,0,0,1,0,0,0,0
50,1,637788,822768,0,0,0,0,0,0,1
28,1,976728,1197336,0,0,1,0,0,0,0
25,2,659424,934044,0,0,0,0,0,0,0
